ts,balance_before,stake,trade_result,shares,cost,close_usdc,pnl,balance_after,settle_wait,balance_unconfirmed
2026-06-20T18:20:01Z,27.365619,5,done,7.5,5.06781,7.41981,2.352,29.717619,2.36,False
2026-06-20T18:27:49Z,29.717619,5,done,7.983868,5.081658,0,0,24.635961,0.85,False
2026-06-20T18:30:02Z,24.635961,5,done,6.875,5.04702,6.72318,1.67616,26.312121,2.99,False
2026-06-20T18:37:30Z,26.312121,5,done,7.388057,5.064338,0,0,21.247783,2.9,False
